id,from_asset,to_asset,year,rep_period,efficiency,flow_coefficient_in_capacity_constraint,time_block_start,time_block_end,solution
1,NL_Wind_Offshore,NL_Balance,2030,1,1.0,1.0,1,2,0.0
2,NL_Wind_Offshore,NL_Balance,2030,1,1.0,1.0,3,4,0.0
3,NL_Wind_Offshore,NL_Balance,2030,1,1.0,1.0,5,6,0.0
4,NL_Wind_Offshore,NL_Balance,2030,1,1.0,1.0,7,8,0.0
5,NL_Wind_Offshore,NL_Balance,2030,1,1.0,1.0,9,10,0.0
6,NL_Wind_Offshore,NL_Balance,2030,1,1.0,1.0,11,12,0.0
7,NL_Wind_Offshore,NL_Balance,2030,1,1.0,1.0,13,14,0.0
8,NL_Wind_Offshore,NL_Balance,2030,1,1.0,1.0,15,16,0.0
9,NL_Wind_Offshore,NL_Balance,2030,1,1.0,1.0,17,18,0.0
10,NL_Wind_Offshore,NL_Balance,2030,1,1.0,1.0,19,20,0.0
11,NL_Wind_Offshore,NL_Balance,2030,1,1.0,1.0,21,22,0.0
12,NL_Wind_Offshore,NL_Balance,2030,1,1.0,1.0,23,24,0.0
13,NL_Nuclear,NL_Balance,2030,1,1.0,1.0,1,2,0.0
14,NL_Nuclear,NL_Balance,2030,1,1.0,1.0,3,4,0.0
15,NL_Nuclear,NL_Balance,2030,1,1.0,1.0,5,6,0.0
16,NL_Nuclear,NL_Balance,2030,1,1.0,1.0,7,8,0.0
17,NL_Nuclear,NL_Balance,2030,1,1.0,1.0,9,10,0.0
18,NL_Nuclear,NL_Balance,2030,1,1.0,1.0,11,12,0.0
19,NL_Nuclear,NL_Balance,2030,1,1.0,1.0,13,14,0.0
20,NL_Nuclear,NL_Balance,2030,1,1.0,1.0,15,16,0.0
21,NL_Nuclear,NL_Balance,2030,1,1.0,1.0,17,18,0.0
22,NL_Nuclear,NL_Balance,2030,1,1.0,1.0,19,20,0.0
23,NL_Nuclear,NL_Balance,2030,1,1.0,1.0,21,22,0.0
24,NL_Nuclear,NL_Balance,2030,1,1.0,1.0,23,24,0.0
25,NL_CCGT,NL_Balance,2030,1,1.0,1.0,1,2,0.0
26,NL_CCGT,NL_Balance,2030,1,1.0,1.0,3,4,0.0
27,NL_CCGT,NL_Balance,2030,1,1.0,1.0,5,6,160.65
28,NL_CCGT,NL_Balance,2030,1,1.0,1.0,7,8,0.0
29,NL_CCGT,NL_Balance,2030,1,1.0,1.0,9,10,3926.999999999999
30,NL_CCGT,NL_Balance,2030,1,1.0,1.0,11,12,2178.0759131032323
31,NL_CCGT,NL_Balance,2030,1,1.0,1.0,13,14,1566.9356624188636
32,NL_CCGT,NL_Balance,2030,1,1.0,1.0,15,16,0.0
33,NL_CCGT,NL_Balance,2030,1,1.0,1.0,17,18,0.0
34,NL_CCGT,NL_Balance,2030,1,1.0,1.0,19,20,0.0
35,NL_CCGT,NL_Balance,2030,1,1.0,1.0,21,22,0.0
36,NL_CCGT,NL_Balance,2030,1,1.0,1.0,23,24,0.0
37,NL_OCGT,NL_Balance,2030,1,1.0,1.0,1,2,0.0
38,NL_OCGT,NL_Balance,2030,1,1.0,1.0,3,4,0.0
39,NL_OCGT,NL_Balance,2030,1,1.0,1.0,5,6,0.0
40,NL_OCGT,NL_Balance,2030,1,1.0,1.0,7,8,0.0
41,NL_OCGT,NL_Balance,2030,1,1.0,1.0,9,10,0.0
42,NL_OCGT,NL_Balance,2030,1,1.0,1.0,11,12,0.0
43,NL_OCGT,NL_Balance,2030,1,1.0,1.0,13,14,0.0
44,NL_OCGT,NL_Balance,2030,1,1.0,1.0,15,16,0.0
45,NL_OCGT,NL_Balance,2030,1,1.0,1.0,17,18,0.0
46,NL_OCGT,NL_Balance,2030,1,1.0,1.0,19,20,0.0
47,NL_OCGT,NL_Balance,2030,1,1.0,1.0,21,22,0.0
48,NL_OCGT,NL_Balance,2030,1,1.0,1.0,23,24,0.0
49,NL_Battery,NL_Balance,2030,1,1.0,1.0,1,2,0.0
50,NL_Battery,NL_Balance,2030,1,1.0,1.0,3,4,0.0
51,NL_Battery,NL_Balance,2030,1,1.0,1.0,5,6,0.0
52,NL_Battery,NL_Balance,2030,1,1.0,1.0,7,8,0.0
53,NL_Battery,NL_Balance,2030,1,1.0,1.0,9,10,0.0
54,NL_Battery,NL_Balance,2030,1,1.0,1.0,11,12,0.0
55,NL_Battery,NL_Balance,2030,1,1.0,1.0,13,14,0.0
56,NL_Battery,NL_Balance,2030,1,1.0,1.0,15,16,0.0
57,NL_Battery,NL_Balance,2030,1,1.0,1.0,17,18,0.0
58,NL_Battery,NL_Balance,2030,1,1.0,1.0,19,20,0.0
59,NL_Battery,NL_Balance,2030,1,1.0,1.0,21,22,0.0
60,NL_Battery,NL_Balance,2030,1,1.0,1.0,23,24,0.0
61,NL_Balance,NL_Battery,2030,1,1.0,1.0,1,2,0.0
62,NL_Balance,NL_Battery,2030,1,1.0,1.0,3,4,0.0
63,NL_Balance,NL_Battery,2030,1,1.0,1.0,5,6,0.0
64,NL_Balance,NL_Battery,2030,1,1.0,1.0,7,8,0.0
65,NL_Balance,NL_Battery,2030,1,1.0,1.0,9,10,0.0
66,NL_Balance,NL_Battery,2030,1,1.0,1.0,11,12,0.0
67,NL_Balance,NL_Battery,2030,1,1.0,1.0,13,14,0.0
68,NL_Balance,NL_Battery,2030,1,1.0,1.0,15,16,0.0
69,NL_Balance,NL_Battery,2030,1,1.0,1.0,17,18,0.0
70,NL_Balance,NL_Battery,2030,1,1.0,1.0,19,20,0.0
71,NL_Balance,NL_Battery,2030,1,1.0,1.0,21,22,0.0
72,NL_Balance,NL_Battery,2030,1,1.0,1.0,23,24,0.0
73,BE_Wind_Onshore,BE_Balance,2030,1,1.0,1.0,1,2,5560.401169621558
74,BE_Wind_Onshore,BE_Balance,2030,1,1.0,1.0,3,4,5474.311362017319
75,BE_Wind_Onshore,BE_Balance,2030,1,1.0,1.0,5,6,5126.866082665415
76,BE_Wind_Onshore,BE_Balance,2030,1,1.0,1.0,7,8,4898.1109425189625
77,BE_Wind_Onshore,BE_Balance,2030,1,1.0,1.0,9,10,4040.9861629413945
78,BE_Wind_Onshore,BE_Balance,2030,1,1.0,1.0,11,12,3107.67043766867
79,BE_Wind_Onshore,BE_Balance,2030,1,1.0,1.0,13,14,3497.4638314486697
80,BE_Wind_Onshore,BE_Balance,2030,1,1.0,1.0,15,16,4237.389874158197
81,BE_Wind_Onshore,BE_Balance,2030,1,1.0,1.0,17,18,4558.749117975169
82,BE_Wind_Onshore,BE_Balance,2030,1,1.0,1.0,19,20,4577.1440900122925
83,BE_Wind_Onshore,BE_Balance,2030,1,1.0,1.0,21,22,5546.660981837434
84,BE_Wind_Onshore,BE_Balance,2030,1,1.0,1.0,23,24,4456.376607137723
85,BE_Wind_Offshore,BE_Balance,2030,1,1.0,1.0,1,2,0.0
86,BE_Wind_Offshore,BE_Balance,2030,1,1.0,1.0,3,4,0.0
87,BE_Wind_Offshore,BE_Balance,2030,1,1.0,1.0,5,6,0.0
88,BE_Wind_Offshore,BE_Balance,2030,1,1.0,1.0,7,8,0.0
89,BE_Wind_Offshore,BE_Balance,2030,1,1.0,1.0,9,10,0.0
90,BE_Wind_Offshore,BE_Balance,2030,1,1.0,1.0,11,12,0.0
91,BE_Wind_Offshore,BE_Balance,2030,1,1.0,1.0,13,14,0.0
92,BE_Wind_Offshore,BE_Balance,2030,1,1.0,1.0,15,16,0.0
93,BE_Wind_Offshore,BE_Balance,2030,1,1.0,1.0,17,18,0.0
94,BE_Wind_Offshore,BE_Balance,2030,1,1.0,1.0,19,20,0.0
95,BE_Wind_Offshore,BE_Balance,2030,1,1.0,1.0,21,22,0.0
96,BE_Wind_Offshore,BE_Balance,2030,1,1.0,1.0,23,24,0.0
97,BE_Coal,BE_Balance,2030,1,1.0,1.0,1,3,0.0
98,BE_Coal,BE_Balance,2030,1,1.0,1.0,4,6,0.0
99,BE_Coal,BE_Balance,2030,1,1.0,1.0,7,9,2472.0
100,BE_Coal,BE_Balance,2030,1,1.0,1.0,10,12,2472.0
101,BE_Coal,BE_Balance,2030,1,1.0,1.0,13,15,2472.0
